location,rooms,sqm_m2,price_normalized,trieu_met_vuong,rooms_normalized
District 2,1 PN,50,3250.0,65.0,1
District 2,2 PN,70,3641.0,52.01,2
District 2,1 PN,51,2300.0,45.1,1
District 2,1 PN,52,5400.0,103.85,1
District 2,1 PN,55,4500.0,81.82,1
District 2,1 PN,56,3300.0,58.93,1
District 2,1 PN,58,2900.0,50.0,1
District 2,1 PN,58,3600.0,62.07,1
District 2,1 PN,61,7000.0,114.08,1
District 2,1 PN,100,250.0,2.5,1
District 2,2 PN,54,3000.0,55.56,2
District 2,2 PN,55,1690.0,30.73,2
District 2,2 PN,56,1620.0,28.93,2
District 2,2 PN,56,1800.0,32.14,2
District 2,1 PN,52,4948.0,95.71,1
District 2,2 PN,70,4500.0,64.29,2
District 2,2 PN,70,4700.0,67.14,2
District 2,2 PN,70,4800.0,68.57,2
District 2,2 PN,83,7500.0,90.36,2
District 2,2 PN,85,4600.0,54.12,2
District 2,2 PN,85,5300.0,62.35,2
District 2,2 PN,85,5800.0,68.24,2
District 2,2 PN,88,6000.0,68.18,2
District 2,2 PN,90,5500.0,61.11,2
District 2,2 PN,90,10000.0,111.11,2
District 2,2 PN,95,2850.0,30.15,2
District 2,2 PN,98,5100.0,52.04,2
District 2,3 PN,73,2100.0,28.77,3
District 2,3 PN,77,6000.0,77.96,3
District 2,2 PN,83,6200.0,74.7,2
District 2,3 PN,80,3200.0,40.0,3
District 2,3 PN,86,5200.0,60.47,3
District 2,3 PN,88,3400.0,38.64,3
District 2,3 PN,88,3500.0,39.77,3
District 2,3 PN,117,10500.0,89.74,3
District 2,3 PN,89,2850.0,32.02,3
District 2,3 PN,90,3450.0,38.33,3
District 2,3 PN,90,4350.0,48.33,3
District 2,3 PN,92,5930.0,64.46,3
District 2,3 PN,94,4500.0,47.87,3
District 2,3 PN,95,5200.0,54.74,3
District 2,3 PN,96,5150.0,53.65,3
District 2,3 PN,80,3200.0,40.0,3
District 2,1 PN,32,1750.0,54.69,1
District 2,2 PN,83,2600.0,31.33,2
District 2,2 PN,82,3700.0,45.12,2
District 2,2 PN,71,3400.0,47.89,2
District 2,2 PN,72,7500.0,104.17,2
District 2,2 PN,72,2100.0,29.04,2
District 2,2 PN,73,3850.0,52.74,2
District 2,2 PN,73,3900.0,53.42,2
District 2,2 PN,73,3920.0,53.7,2
District 2,2 PN,73,3950.0,54.11,2
District 2,2 PN,73,1740.0,23.77,2
District 2,2 PN,74,1992.0,26.92,2
District 2,2 PN,75,3350.0,44.67,2
District 2,2 PN,75,3900.0,52.0,2
District 2,2 PN,83,200.0,2.41,2
District 2,2 PN,75,3900.0,52.0,2
District 2,2 PN,75,4750.0,63.33,2
District 2,2 PN,76,3900.0,51.32,2
District 2,2 PN,76,3950.0,51.97,2
District 2,2 PN,76,4000.0,52.63,2
District 2,2 PN,76,4100.0,53.95,2
District 2,2 PN,76,4250.0,55.92,2
District 2,2 PN,76,4500.0,59.21,2
District 2,2 PN,77,6900.0,89.61,2
District 2,2 PN,79,4300.0,54.43,2
District 2,2 PN,81,3150.0,38.89,2
District 2,2 PN,82,2250.0,27.44,2
District 2,2 PN,75,4300.0,57.33,2
District 2,1 PN,32,1750.0,54.69,1
District 2,1 PN,55,6000.0,109.09,1
District 2,3 PN,100,6750.0,67.5,3
District 2,3 PN,109,5700.0,52.29,3
District 2,3 PN,101,6250.0,61.88,3
District 2,3 PN,101,5974.0,59.15,3
District 2,3 PN,101,5970.0,59.11,3
District 2,3 PN,101,3280.0,32.48,3
District 2,3 PN,101,1800.0,17.82,3
District 2,3 PN,101,1800.0,17.82,3
District 2,3 PN,99,6500.0,65.66,3
District 2,3 PN,97,4630.0,47.73,3
District 2,3 PN,96,5200.0,54.17,3
District 3,2 PN,58,5100.0,87.93,2
District 3,2 PN,58,5500.0,94.83,2
District 3,2 PN,40,2350.0,58.75,2
District 3,2 PN,58,4500.0,77.59,2
District 3,2 PN,78,6500.0,83.33,2
District 3,2 PN,58,5590.0,97.05,2
District 3,1 PN,25,1400.0,56.0,1
District 3,1 PN,55,5300.0,96.36,1
District 3,1 PN,39,1100.0,28.21,1
District 3,1 PN,35,1500.0,42.86,1
District 3,1 PN,20,1100.0,55.0,1
District 4,3 PN,95,6200.0,65.26,3
District 4,3 PN,90,3800.0,42.22,3
District 4,3 PN,91,3750.0,41.44,3
District 4,2 PN,92,4400.0,47.83,2
District 4,3 PN,95,6300.0,66.32,3
District 4,2 PN,68,3350.0,49.26,2
District 4,3 PN,106,4200.0,39.62,3
District 4,3 PN,115,6500.0,56.52,3
District 4,3 PN,115,6900.0,60.0,3
District 4,3 PN,115,7200.0,62.61,3
District 4,2 PN,90,3150.0,35.0,2
District 4,3 PN,100,3550.0,35.5,3
District 4,2 PN,90,2950.0,32.78,2
District 4,2 PN,75,3100.0,41.33,2
District 4,2 PN,82,5600.0,68.29,2
District 4,2 PN,82,4200.0,51.22,2
District 4,2 PN,81,4900.0,60.49,2
District 4,2 PN,81,3400.0,42.04,2
District 4,2 PN,81,3400.0,42.04,2
District 4,2 PN,80,6600.0,82.5,2
District 4,2 PN,80,4300.0,53.75,2
District 4,2 PN,80,4300.0,53.75,2
District 4,2 PN,75,4650.0,62.0,2
District 4,2 PN,75,4600.0,61.33,2
District 4,2 PN,75,3000.0,40.0,2
District 4,2 PN,86,3250.0,37.79,2
District 4,2 PN,74,4750.0,64.19,2
District 4,2 PN,67,3600.0,53.73,2
District 4,1 PN,30,2800.0,93.33,1
District 4,1 PN,38,2450.0,64.47,1
District 4,1 PN,40,3200.0,79.4,1
District 4,1 PN,41,2500.0,60.98,1
District 4,1 PN,50,2300.0,46.0,1
District 4,1 PN,50,3000.0,60.0,1
District 4,1 PN,56,3800.0,67.86,1
District 4,1 PN,62,3000.0,48.39,1
District 4,2 PN,57,3980.0,69.82,2
District 4,2 PN,74,5990.0,80.95,2
District 4,2 PN,65,3400.0,52.31,2
District 4,2 PN,68,3600.0,52.94,2
District 4,2 PN,65,3400.0,52.31,2
District 4,2 PN,65,3650.0,56.15,2
District 4,2 PN,67,3500.0,52.24,2
District 5,1 PN,50,1850.0,37.0,1
District 5,7 PN,60,8250.0,137.5,7
District 5,2 PN,87,6350.0,72.99,2
District 5,2 PN,87,6350.0,72.99,2
District 5,2 PN,80,2800.0,35.0,2
District 5,2 PN,80,1850.0,23.13,2
District 5,2 PN,77,7000.0,91.15,2
District 5,2 PN,74,3000.0,40.54,2
District 5,2 PN,70,3000.0,42.86,2
District 5,2 PN,64,2400.0,37.5,2
District 5,1 PN,55,3300.0,60.0,1
District 5,1 PN,50,3450.0,69.0,1
District 5,3 PN,72,2800.0,38.89,3
District 6,2 PN,80,2500.0,31.25,2
District 6,2 PN,80,2970.0,37.13,2
District 6,1 PN,51,2500.0,49.02,1
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,74,2250.0,30.41,2
District 6,2 PN,73,3310.0,45.34,2
District 6,2 PN,75,2250.0,30.0,2
District 6,3 PN,89,3880.0,43.6,3
District 6,3 PN,83,3800.0,45.78,3
District 6,2 PN,102,3700.0,36.27,2
District 6,2 PN,97,3650.0,37.63,2
District 6,2 PN,87,2900.0,33.33,2
District 6,2 PN,86,3400.0,39.53,2
District 6,1 PN,35,850.0,24.29,1
District 6,3 PN,90,3800.0,42.22,3
District 6,2 PN,72,2300.0,31.94,2
District 6,3 PN,102,4500.0,44.12,3
District 6,2 PN,71,3000.0,42.25,2
District 6,1 PN,65,1700.0,26.15,1
District 6,2 PN,72,3350.0,46.79,2
District 6,2 PN,28,1800.0,64.29,2
District 6,2 PN,45,1240.0,27.56,2
District 6,2 PN,45,1450.0,32.22,2
District 6,2 PN,51,1800.0,35.29,2
District 6,2 PN,51,1830.0,35.88,2
District 6,2 PN,60,1200.0,20.0,2
District 6,2 PN,51,1830.0,36.22,2
District 6,2 PN,60,2900.0,48.33,2
District 6,2 PN,61,2600.0,42.93,2
District 6,2 PN,62,2260.0,36.45,2
District 6,2 PN,62,3100.0,50.0,2
District 6,2 PN,65,3100.0,47.69,2
District 6,2 PN,69,3450.0,50.0,2
